uid,variant_number,dt,signup_date
43418,1,2019-02-06,2019-01-09
43419,1,2019-02-06,2018-04-19
43420,1,2019-02-06,2019-01-15
43421,1,2019-02-06,2018-06-24
43422,1,2019-02-06,2017-12-08
43423,1,2019-02-06,2019-01-24
43424,1,2019-02-06,2018-09-05
43425,1,2019-02-06,2018-10-17
43426,1,2019-02-06,2016-05-16
43427,1,2019-02-06,2017-09-28
43428,1,2019-02-06,2016-07-22
43429,1,2019-02-06,2016-05-10
43430,1,2019-02-06,2018-09-05
43431,1,2019-02-06,2015-09-29
43432,1,2019-02-06,2019-02-03
43433,1,2019-02-06,2019-01-29
43434,1,2019-02-06,2016-11-17
43435,1,2019-02-06,2017-06-18
43436,1,2019-02-06,2017-05-01
43437,1,2019-02-06,2017-12-27
43438,1,2019-02-06,2016-11-24
43439,1,2019-02-06,2019-01-19
43440,1,2019-02-06,2016-08-19
43441,1,2019-02-06,2018-01-13
43442,1,2019-02-06,2015-03-12
43443,1,2019-02-06,2018-12-12
43444,1,2019-02-06,2018-02-12
43445,1,2019-02-06,2016-08-13
43446,1,2019-02-06,2019-01-23
43447,1,2019-02-06,2018-09-22
43448,1,2019-02-06,2018-07-07
43449,1,2019-02-06,2018-11-27
43450,1,2019-02-06,2015-11-17
43451,1,2019-02-06,2015-05-03
43452,1,2019-02-06,2016-02-25
43453,1,2019-02-06,2016-12-14
43454,1,2019-02-06,2017-06-07
43455,1,2019-02-06,2015-10-23
43456,1,2019-02-06,2014-09-23
43457,1,2019-02-06,2013-06-29
43458,1,2019-02-06,2016-09-03
43459,1,2019-02-06,2014-12-12
43460,1,2019-02-06,2018-04-30
43461,1,2019-02-06,2018-06-29
43462,1,2019-02-06,2018-04-28
43463,1,2019-02-06,2018-02-03
43464,1,2019-02-06,2014-10-19
43465,1,2019-02-06,2019-01-26
43466,1,2019-02-06,2019-01-15
43467,1,2019-02-06,2019-01-05
43468,1,2019-02-06,2018-10-25
43469,1,2019-02-06,2018-09-19
43470,1,2019-02-06,2018-11-14
43471,1,2019-02-06,2016-04-01
43472,1,2019-02-06,2018-09-29
43473,1,2019-02-06,2018-01-24
43474,1,2019-02-06,2018-12-12
43475,1,2019-02-06,2016-04-18
43476,1,2019-02-06,2019-01-03
43477,1,2019-02-06,2019-01-29
43478,1,2019-02-06,2013-04-02
43479,1,2019-02-06,2016-04-25
43480,1,2019-02-06,2017-03-16
43481,1,2019-02-06,2018-05-20
43482,1,2019-02-06,2018-10-11
43483,1,2019-02-06,2013-04-25
43484,1,2019-02-06,2018-05-28
43485,1,2019-02-06,2018-02-15
43486,1,2019-02-06,2018-11-14
43487,1,2019-02-06,2016-07-14
43488,1,2019-02-06,2013-10-22
43489,1,2019-02-06,2018-01-15
43490,1,2019-02-06,2018-11-04
43491,1,2019-02-06,2015-07-18
43492,1,2019-02-06,2018-07-08
43493,1,2019-02-06,2018-11-16
43494,1,2019-02-06,2018-08-30
43495,1,2019-02-06,2019-01-27
43496,1,2019-02-06,2016-09-04
43497,1,2019-02-06,2018-07-17
43498,1,2019-02-06,2017-03-30
43499,1,2019-02-06,2018-07-21
43500,1,2019-02-06,2012-05-05
43501,1,2019-02-06,2018-06-22
43502,1,2019-02-06,2017-12-10
43503,1,2019-02-06,2018-10-03
43504,1,2019-02-06,2018-08-09
43505,1,2019-02-06,2017-10-04
43506,1,2019-02-06,2019-01-18
43507,1,2019-02-06,2018-08-23
43508,1,2019-02-06,2018-07-08
43509,1,2019-02-06,2017-07-10
43510,1,2019-02-06,2019-01-09
43511,1,2019-02-06,2016-10-14
43512,1,2019-02-06,2016-09-15
43513,1,2019-02-06,2017-07-01
43514,1,2019-02-06,2018-11-09
43515,1,2019-02-06,2019-01-09
43516,1,2019-02-06,2019-01-24
43517,1,2019-02-06,2018-12-18
43518,1,2019-02-06,2019-02-01
43519,1,2019-02-06,2018-12-22
43520,1,2019-02-06,2018-09-03
43521,1,2019-02-06,2018-08-21
43522,1,2019-02-06,2017-09-27
43523,1,2019-02-06,2018-10-03
43524,1,2019-02-06,2018-12-24
43525,1,2019-02-06,2018-05-27
43526,1,2019-02-06,2018-04-20
43527,1,2019-02-06,2018-02-15
43528,1,2019-02-06,2019-01-20
43529,1,2019-02-06,2018-01-03
43530,1,2019-02-06,2016-07-05
43531,1,2019-02-06,2015-08-30
43532,1,2019-02-06,2018-06-15
43533,1,2019-02-06,2018-12-09
43534,1,2019-02-06,2017-11-23
43535,1,2019-02-06,2017-02-22
43536,1,2019-02-06,2018-06-05
43537,1,2019-02-06,2019-01-31
43538,1,2019-02-06,2016-05-05
43539,1,2019-02-06,2018-06-03
43540,1,2019-02-06,2016-10-10
43541,1,2019-02-06,2016-04-17
43542,1,2019-02-06,2018-08-08
43543,1,2019-02-06,2013-12-04
43544,1,2019-02-06,2018-08-09
43545,1,2019-02-06,2017-03-27
43546,1,2019-02-06,2019-01-24
43547,1,2019-02-06,2019-01-23
43548,1,2019-02-06,2018-03-28
43549,1,2019-02-06,2018-11-21
43550,1,2019-02-06,2018-11-23
43551,1,2019-02-06,2018-05-11
43552,1,2019-02-06,2018-03-27
43553,1,2019-02-06,2018-09-13
43554,1,2019-02-06,2018-10-28
43555,1,2019-02-06,2017-08-25
43556,1,2019-02-06,2019-01-19
43557,1,2019-02-06,2014-10-02
43558,1,2019-02-06,2019-01-18
43559,1,2019-02-06,2019-01-17
43560,1,2019-02-06,2017-11-29
43561,1,2019-02-06,2016-05-04
43562,1,2019-02-06,2012-12-29
43563,1,2019-02-06,2018-06-05
43564,1,2019-02-06,2019-01-21
43565,1,2019-02-06,2017-06-04
43566,1,2019-02-06,2018-10-15
43567,1,2019-02-06,2015-08-09
43568,1,2019-02-06,2016-03-09
43569,1,2019-02-06,2016-09-21
43570,1,2019-02-06,2018-12-19
43571,1,2019-02-06,2018-11-28
43572,1,2019-02-06,2019-01-22
43573,1,2019-02-06,2016-01-21
43574,1,2019-02-06,2019-01-13
43575,1,2019-02-06,2018-06-30
43576,1,2019-02-06,2018-03-05
43577,1,2019-02-06,2018-10-22
43578,1,2019-02-06,2018-03-26
43579,1,2019-02-06,2018-09-26
43580,1,2019-02-06,2018-08-11
43581,1,2019-02-06,2016-12-23
43582,1,2019-02-06,2018-11-16
43583,1,2019-02-06,2017-06-28
43584,1,2019-02-06,2015-08-27
43585,1,2019-02-06,2018-05-20
43586,1,2019-02-06,2018-11-09
43587,1,2019-02-06,2014-02-23
43588,1,2019-02-06,2017-05-22
43589,1,2019-02-06,2013-09-07
43590,1,2019-02-06,2018-11-06
43591,1,2019-02-06,2017-09-26
43592,1,2019-02-06,2015-06-01
43593,1,2019-02-06,2017-08-16
43594,1,2019-02-06,2018-05-18
43595,1,2019-02-06,2019-01-23
43596,1,2019-02-06,2016-10-16
43597,1,2019-02-06,2019-01-28
43598,1,2019-02-06,2018-12-05
43599,1,2019-02-06,2017-03-06
43600,1,2019-02-06,2016-07-24
43601,1,2019-02-06,2019-01-30
43602,1,2019-02-06,2018-09-06
43603,1,2019-02-06,2016-04-08
43604,1,2019-02-06,2013-07-04
43605,1,2019-02-06,2015-03-07
43606,1,2019-02-06,2016-01-06
43607,1,2019-02-06,2014-08-29
43608,1,2019-02-06,2012-11-27
43609,1,2019-02-06,2018-01-08
43610,1,2019-02-06,2018-09-23
43611,1,2019-02-06,2017-02-01
43612,1,2019-02-06,2018-05-02
43613,1,2019-02-06,2015-09-16
43614,1,2019-02-06,2016-05-27
43615,1,2019-02-06,2018-02-08
43616,1,2019-02-06,2019-01-22
43617,1,2019-02-06,2017-12-18
43618,1,2019-02-06,2013-05-08
43619,1,2019-02-06,2016-08-23
43620,1,2019-02-06,2017-06-03
43621,1,2019-02-06,2016-02-19
43622,1,2019-02-06,2017-10-30
43623,1,2019-02-06,2015-09-12
43624,1,2019-02-06,2017-07-28
43625,1,2019-02-06,2016-09-05
43626,1,2019-02-06,2018-08-13
43627,1,2019-02-06,2017-08-24
43628,1,2019-02-06,2013-10-10
43629,1,2019-02-06,2018-03-20
43630,1,2019-02-06,2014-01-26
43631,1,2019-02-06,2017-11-10
43632,1,2019-02-06,2018-04-03
43633,1,2019-02-06,2017-07-10
43634,1,2019-02-06,2017-09-12
43635,1,2019-02-06,2016-08-12
43636,1,2019-02-06,2018-07-26
43637,1,2019-02-06,2013-01-11
43638,1,2019-02-06,2015-10-18
43639,1,2019-02-06,2018-12-05
43640,1,2019-02-06,2018-05-20
43641,1,2019-02-06,2016-04-19
43642,1,2019-02-06,2015-11-26
43643,1,2019-02-06,2016-02-07
43644,1,2019-02-06,2016-09-03
43645,1,2019-02-06,2016-01-01
43646,1,2019-02-06,2017-12-08
43647,1,2019-02-06,2013-09-01
43648,1,2019-02-06,2019-01-09
43649,1,2019-02-06,2019-01-08
43650,1,2019-02-06,2019-01-10
43651,1,2019-02-06,2013-10-29
43652,1,2019-02-06,2018-09-10
43653,1,2019-02-06,2018-04-13
43654,1,2019-02-06,2013-11-04
43655,1,2019-02-06,2018-09-05
43656,1,2019-02-06,2015-12-15
43657,1,2019-02-06,2018-09-06
43658,1,2019-02-06,2016-03-31
43659,1,2019-02-06,2016-05-09
43660,1,2019-02-06,2016-06-11
43661,1,2019-02-06,2019-02-04
43662,1,2019-02-06,2013-03-14
43663,1,2019-02-06,2018-11-26
43664,1,2019-02-06,2019-01-20
43665,1,2019-02-06,2015-06-06
43666,1,2019-02-06,2018-05-07
43667,1,2019-02-06,2018-06-20
43668,1,2019-02-06,2017-08-10
43669,1,2019-02-06,2018-06-11
43670,1,2019-02-06,2017-11-10
43671,1,2019-02-06,2019-01-14
43672,1,2019-02-06,2019-02-03
43673,1,2019-02-06,2015-12-08
43674,1,2019-02-06,2017-08-19
43675,1,2019-02-06,2015-12-09
43676,1,2019-02-06,2018-03-05
43677,1,2019-02-06,2017-01-24
43678,1,2019-02-06,2013-09-29
43679,1,2019-02-06,2018-06-25
43680,1,2019-02-06,2018-03-12
43681,1,2019-02-06,2019-01-23
43682,1,2019-02-06,2018-11-22
43683,1,2019-02-06,2015-09-11
43684,1,2019-02-06,2018-02-08
43685,1,2019-02-06,2016-02-25
43686,1,2019-02-06,2018-12-11
43687,1,2019-02-06,2017-01-12
43688,1,2019-02-06,2016-11-06
43689,1,2019-02-06,2018-08-03
43690,1,2019-02-06,2016-04-15
43691,1,2019-02-06,2019-01-16
43692,1,2019-02-06,2018-07-03
43693,1,2019-02-06,2018-04-23
43694,1,2019-02-06,2018-05-04
43695,1,2019-02-06,2014-04-30
43696,1,2019-02-06,2018-05-01
43697,1,2019-02-06,2018-09-19
43698,1,2019-02-06,2018-04-18
43699,1,2019-02-06,2016-12-17
43700,1,2019-02-06,2015-03-12
43701,1,2019-02-06,2016-09-21
43702,1,2019-02-06,2016-03-14
43703,1,2019-02-06,2019-01-28
43704,1,2019-02-06,2019-01-14
43705,1,2019-02-06,2016-10-04
43706,1,2019-02-06,2012-12-06
43707,1,2019-02-06,2018-12-31
43708,1,2019-02-06,2019-01-27
43709,1,2019-02-06,2012-10-10
43710,1,2019-02-06,2018-01-19
43711,1,2019-02-06,2018-04-29
43712,1,2019-02-06,2016-07-20
43713,1,2019-02-06,2018-08-19
43714,1,2019-02-06,2015-08-15
43715,1,2019-02-06,2019-01-29
43716,1,2019-02-06,2018-11-25
43717,1,2019-02-06,2018-08-29
43718,1,2019-02-06,2018-12-15
43719,1,2019-02-06,2019-01-12
43720,1,2019-02-06,2018-12-19
43721,1,2019-02-06,2017-06-25
43722,1,2019-02-06,2017-06-25
43723,1,2019-02-06,2015-02-11
43724,1,2019-02-06,2018-05-05
43725,1,2019-02-06,2017-02-08
43726,1,2019-02-06,2019-02-01
43727,1,2019-02-06,2019-01-28
43728,1,2019-02-06,2016-02-25
43729,1,2019-02-06,2016-04-30
43730,1,2019-02-06,2019-01-30
43731,1,2019-02-06,2017-08-03
43732,1,2019-02-06,2014-06-16
43733,1,2019-02-06,2018-03-29
43734,1,2019-02-06,2017-10-18
43735,1,2019-02-06,2015-09-01
43736,1,2019-02-06,2019-01-11
43737,1,2019-02-06,2017-05-25
43738,1,2019-02-06,2018-03-09
43739,1,2019-02-06,2013-09-01
43740,1,2019-02-06,2016-10-30
43741,1,2019-02-06,2018-10-27
43742,1,2019-02-06,2018-10-02
43743,1,2019-02-06,2014-09-20
43744,1,2019-02-06,2017-04-18
43745,1,2019-02-06,2018-07-08
43746,1,2019-02-06,2018-06-30
43747,1,2019-02-06,2018-08-19
43748,1,2019-02-06,2015-07-19
43749,1,2019-02-06,2018-10-30
43750,1,2019-02-06,2018-12-11
43751,1,2019-02-06,2018-05-30
43752,1,2019-02-06,2017-04-19
43753,1,2019-02-06,2018-12-05
43754,1,2019-02-06,2016-11-17
43755,1,2019-02-06,2017-04-02
43756,1,2019-02-06,2018-09-12
43757,1,2019-02-06,2018-12-20
43758,1,2019-02-06,2019-01-08
43759,1,2019-02-06,2019-01-20
43760,1,2019-02-06,2019-01-13
43761,1,2019-02-06,2017-08-19
43762,1,2019-02-06,2016-03-01
43763,1,2019-02-06,2017-07-09
43764,1,2019-02-06,2013-05-02
43765,1,2019-02-06,2017-04-21
43766,1,2019-02-06,2018-02-16
43767,1,2019-02-06,2016-03-09
43768,1,2019-02-06,2019-01-30
43769,1,2019-02-06,2015-11-08
43770,1,2019-02-06,2017-03-29
43771,1,2019-02-06,2018-06-28
43772,1,2019-02-06,2019-01-07
43773,1,2019-02-06,2018-10-18
43774,1,2019-02-06,2017-01-03
43775,1,2019-02-06,2018-06-21
43776,1,2019-02-06,2018-12-10
43777,1,2019-02-06,2017-04-14
43778,1,2019-02-06,2016-05-09
43779,1,2019-02-06,2016-03-09
43780,1,2019-02-06,2019-01-16
43781,1,2019-02-06,2018-05-08
43782,1,2019-02-06,2016-11-02
43783,1,2019-02-06,2016-11-08
43784,1,2019-02-06,2014-05-04
43785,1,2019-02-06,2018-12-06
43786,1,2019-02-06,2018-12-28
43787,1,2019-02-06,2015-09-09
43788,1,2019-02-06,2016-01-26
43789,1,2019-02-06,2018-12-07
43790,1,2019-02-06,2016-02-25
43791,1,2019-02-06,2016-05-31
43792,1,2019-02-06,2018-02-21
43793,1,2019-02-06,2019-01-21
43794,1,2019-02-06,2016-09-22
43795,1,2019-02-06,2018-10-19
43796,1,2019-02-06,2019-01-18
43797,1,2019-02-06,2017-09-17
43798,1,2019-02-06,2017-02-28
43799,1,2019-02-06,2016-10-20
43800,1,2019-02-06,2018-08-18
43801,1,2019-02-06,2018-09-17
43802,1,2019-02-06,2013-12-06
43803,1,2019-02-06,2018-06-23
43804,1,2019-02-06,2018-01-28
43805,1,2019-02-06,2018-11-14
43806,1,2019-02-06,2015-12-03
43807,1,2019-02-06,2014-04-10
43808,1,2019-02-06,2019-01-31
43809,1,2019-02-06,2017-04-26
43810,1,2019-02-06,2017-08-06
43811,1,2019-02-06,2019-01-28
43812,1,2019-02-06,2018-07-12
43813,1,2019-02-06,2018-09-29
43814,1,2019-02-06,2017-01-08
43815,1,2019-02-06,2013-07-12
43816,1,2019-02-06,2018-11-15
43817,1,2019-02-06,2018-11-24
43818,1,2019-02-06,2014-06-18
43819,1,2019-02-06,2018-03-31
43820,1,2019-02-06,2018-12-15
43821,1,2019-02-06,2016-03-13
43822,1,2019-02-06,2016-05-29
43823,1,2019-02-06,2013-05-02
43824,1,2019-02-06,2016-06-08
43825,1,2019-02-06,2019-01-24
43826,1,2019-02-06,2018-11-22
43827,1,2019-02-06,2018-09-05
43828,1,2019-02-06,2017-07-18
43829,1,2019-02-06,2017-06-05
43830,1,2019-02-06,2018-12-27
43831,1,2019-02-06,2016-11-27
43832,1,2019-02-06,2019-01-23
43833,1,2019-02-06,2016-07-10
43834,1,2019-02-06,2016-09-11
43835,1,2019-02-06,2018-11-09
43836,1,2019-02-06,2018-09-08
43837,1,2019-02-06,2017-09-21
43838,1,2019-02-06,2019-01-01
43839,1,2019-02-06,2018-11-24
43840,1,2019-02-06,2016-03-28
43841,1,2019-02-06,2018-03-16
43842,1,2019-02-06,2017-01-20
43843,1,2019-02-06,2017-03-17
43844,1,2019-02-06,2019-01-27
43845,1,2019-02-06,2014-04-06
43846,1,2019-02-06,2019-01-09
43847,1,2019-02-06,2018-08-01
43848,1,2019-02-06,2019-01-21
43849,1,2019-02-06,2019-02-01
43850,1,2019-02-06,2018-07-01
43851,1,2019-02-06,2019-02-03
43852,1,2019-02-06,2016-06-16
43853,1,2019-02-06,2017-12-12
43854,1,2019-02-06,2018-12-30
43855,1,2019-02-06,2016-07-08
43856,1,2019-02-06,2017-01-19
43857,1,2019-02-06,2016-02-06
43858,1,2019-02-06,2018-09-19
43859,1,2019-02-06,2016-09-11
43860,1,2019-02-06,2018-04-29
43861,1,2019-02-06,2017-04-05
43862,1,2019-02-06,2019-01-12
43863,1,2019-02-06,2019-01-24
43864,1,2019-02-06,2018-04-14
43865,1,2019-02-06,2017-03-31
43866,1,2019-02-06,2015-04-20
43867,1,2019-02-06,2013-06-27
43868,1,2019-02-06,2018-06-29
43869,1,2019-02-06,2015-03-18
43870,1,2019-02-06,2019-02-03
43871,1,2019-02-06,2018-08-13
43872,1,2019-02-06,2014-01-07
43873,1,2019-02-06,2019-01-08
43874,1,2019-02-06,2013-10-23
43875,1,2019-02-06,2016-06-29
43876,1,2019-02-06,2018-08-31
43877,1,2019-02-06,2016-06-12
43878,1,2019-02-06,2016-12-18
43879,1,2019-02-06,2018-08-04
43880,1,2019-02-06,2012-12-12
43881,1,2019-02-06,2018-10-16
43882,1,2019-02-06,2018-08-31
43883,1,2019-02-06,2017-10-11
43884,1,2019-02-06,2018-07-21
43885,1,2019-02-06,2016-11-13
43886,1,2019-02-06,2018-01-05
43887,1,2019-02-06,2018-05-03
43888,1,2019-02-06,2016-10-23
43889,1,2019-02-06,2016-03-18
43890,1,2019-02-06,2019-01-21
43891,1,2019-02-06,2017-05-28
43892,1,2019-02-06,2017-05-30
43893,1,2019-02-06,2013-10-28
43894,1,2019-02-06,2017-01-18
43895,1,2019-02-06,2013-10-15
43896,1,2019-02-06,2018-05-06
43897,1,2019-02-06,2015-10-27
43898,1,2019-02-06,2018-08-19
43899,1,2019-02-06,2017-10-26
43900,1,2019-02-06,2016-12-21
43901,1,2019-02-06,2018-06-23
43902,1,2019-02-06,2018-04-19
43903,1,2019-02-06,2017-01-03
43904,1,2019-02-06,2019-02-04
43905,1,2019-02-06,2019-01-19
43906,1,2019-02-06,2019-01-29
43907,1,2019-02-06,2016-03-18
43908,1,2019-02-06,2018-06-27
43909,1,2019-02-06,2018-12-08
43910,1,2019-02-06,2019-01-09
43911,1,2019-02-06,2014-10-26
43912,1,2019-02-06,2018-01-14
43913,1,2019-02-06,2013-05-04
43914,1,2019-02-06,2018-08-10
43915,1,2019-02-06,2015-05-06
43916,1,2019-02-06,2013-12-17
43917,1,2019-02-06,2018-07-21
43918,1,2019-02-06,2018-11-18
43919,1,2019-02-06,2019-01-13
43920,1,2019-02-06,2018-06-30
43921,1,2019-02-06,2019-01-13
43922,1,2019-02-06,2017-05-01
43923,1,2019-02-06,2015-06-29
43924,1,2019-02-06,2017-04-14
43925,1,2019-02-06,2018-10-19
43926,1,2019-02-06,2019-01-23
43927,1,2019-02-06,2018-09-14
43928,1,2019-02-06,2019-01-23
43929,1,2019-02-06,2018-07-20
43930,1,2019-02-06,2019-01-16
43931,1,2019-02-06,2019-01-17
43932,1,2019-02-06,2016-01-17
43933,1,2019-02-06,2018-11-01
43934,1,2019-02-06,2018-08-31
43935,1,2019-02-06,2018-07-17
43936,1,2019-02-06,2018-05-14
43937,1,2019-02-06,2019-01-18
43938,1,2019-02-06,2018-04-23
43939,1,2019-02-06,2018-12-19
43940,1,2019-02-06,2019-01-17
43941,1,2019-02-06,2018-09-16
43942,1,2019-02-06,2018-01-22
43943,1,2019-02-06,2016-02-24
43944,1,2019-02-06,2018-10-01
43945,1,2019-02-06,2019-01-06
43946,1,2019-02-06,2018-05-22
43947,1,2019-02-06,2013-04-17
43948,1,2019-02-06,2017-11-24
43949,1,2019-02-06,2018-09-05
43950,1,2019-02-06,2018-10-05
43951,1,2019-02-06,2017-11-26
43952,1,2019-02-06,2015-08-09
43953,1,2019-02-06,2017-06-02
43954,1,2019-02-06,2018-06-03
43955,1,2019-02-06,2016-05-17
43956,1,2019-02-06,2018-05-03
43957,1,2019-02-06,2018-04-23
43958,1,2019-02-06,2016-07-24
43959,1,2019-02-06,2014-09-17
43960,1,2019-02-06,2012-12-22
43961,1,2019-02-06,2017-03-19
43962,1,2019-02-06,2016-05-26
43963,1,2019-02-06,2016-11-07
43964,1,2019-02-06,2019-01-21
43965,1,2019-02-06,2018-09-19
43966,1,2019-02-06,2019-01-24
43967,1,2019-02-06,2018-06-29
43968,1,2019-02-06,2018-12-22
43969,1,2019-02-06,2017-10-25
43970,1,2019-02-06,2016-12-18
43971,1,2019-02-06,2017-07-30
43972,1,2019-02-06,2015-09-11
43973,1,2019-02-06,2016-07-16
43974,1,2019-02-06,2019-01-26
43975,1,2019-02-06,2018-08-21
43976,1,2019-02-06,2016-04-20
43977,1,2019-02-06,2018-12-15
43978,1,2019-02-06,2014-06-22
43979,1,2019-02-06,2017-08-12
43980,1,2019-02-06,2016-08-13
43981,1,2019-02-06,2014-07-16
43982,1,2019-02-06,2015-07-26
43983,1,2019-02-06,2017-07-06
43984,1,2019-02-06,2016-09-20
43985,1,2019-02-06,2017-09-28
43986,1,2019-02-06,2018-06-12
43987,1,2019-02-06,2016-12-06
43988,1,2019-02-06,2018-12-05
43989,1,2019-02-06,2017-04-01
43990,1,2019-02-06,2018-10-03
43991,1,2019-02-06,2019-01-05
43992,1,2019-02-06,2017-02-22
43993,1,2019-02-06,2019-01-12
43994,1,2019-02-06,2018-09-03
43995,1,2019-02-06,2013-05-18
43996,1,2019-02-06,2015-03-12
43997,1,2019-02-06,2017-09-21
43998,1,2019-02-06,2012-11-12
43999,1,2019-02-06,2019-01-13
44000,1,2019-02-06,2013-12-10
44001,1,2019-02-06,2014-09-02
44002,1,2019-02-06,2016-03-05
44003,1,2019-02-06,2013-11-08
44004,1,2019-02-06,2015-04-21
44005,1,2019-02-06,2017-12-24
44006,1,2019-02-06,2019-01-28
44007,1,2019-02-06,2019-01-14
44008,1,2019-02-06,2015-10-12
44009,1,2019-02-06,2013-09-24
44010,1,2019-02-06,2016-03-31
44011,1,2019-02-06,2018-07-17
44012,1,2019-02-06,2018-12-14
44013,1,2019-02-06,2018-07-18
44014,1,2019-02-06,2018-07-05
44015,1,2019-02-06,2018-05-30
44016,1,2019-02-06,2019-01-24
44017,1,2019-02-06,2016-10-20
44018,1,2019-02-06,2018-09-24
44019,1,2019-02-06,2016-03-06
44020,1,2019-02-06,2019-01-18
44021,1,2019-02-06,2015-02-20
44022,1,2019-02-06,2019-01-11
44023,1,2019-02-06,2017-07-15
44024,1,2019-02-06,2019-01-02
44025,1,2019-02-06,2017-07-27
44026,1,2019-02-06,2016-10-16
44027,1,2019-02-06,2017-11-10
44028,1,2019-02-06,2018-05-26
44029,1,2019-02-06,2014-02-19
44030,1,2019-02-06,2018-02-16
44031,1,2019-02-06,2018-08-02
44032,1,2019-02-06,2016-09-26
44033,1,2019-02-06,2019-01-27
44034,1,2019-02-06,2019-01-26
44035,1,2019-02-06,2016-03-01
44036,1,2019-02-06,2018-02-05
44037,1,2019-02-06,2016-04-10
44038,1,2019-02-06,2016-01-19
44039,1,2019-02-06,2019-01-09
44040,1,2019-02-06,2016-08-23
44041,1,2019-02-06,2018-05-15
44042,1,2019-02-06,2017-09-17
44043,1,2019-02-06,2017-04-12
44044,1,2019-02-06,2016-09-26
44045,1,2019-02-06,2018-03-25
44046,1,2019-02-06,2016-07-13
44047,1,2019-02-06,2017-11-03
44048,1,2019-02-06,2018-02-12
44049,1,2019-02-06,2016-08-05
44050,1,2019-02-06,2017-10-04
44051,1,2019-02-06,2018-01-28
44052,1,2019-02-06,2018-09-24
44053,1,2019-02-06,2019-01-17
44054,1,2019-02-06,2017-05-14
44055,1,2019-02-06,2016-07-03
44056,1,2019-02-06,2015-08-13
44057,1,2019-02-06,2015-07-18
44058,1,2019-02-06,2018-11-14
44059,1,2019-02-06,2018-12-16
44060,1,2019-02-06,2019-01-18
44061,1,2019-02-06,2019-01-18
44062,1,2019-02-06,2018-10-13
44063,1,2019-02-06,2018-08-13
44064,1,2019-02-06,2019-01-13
44065,1,2019-02-06,2017-11-16
44066,1,2019-02-06,2018-09-21
44067,1,2019-02-06,2013-11-15
44068,1,2019-02-06,2015-05-22
44069,1,2019-02-06,2019-01-25
44070,1,2019-02-06,2015-08-18
44071,1,2019-02-06,2016-01-10
44072,1,2019-02-06,2018-03-11
44073,1,2019-02-06,2018-01-21
44074,1,2019-02-06,2019-01-29
44075,1,2019-02-06,2018-10-23
44076,1,2019-02-06,2018-12-05
44077,1,2019-02-06,2018-12-27
44078,1,2019-02-06,2016-06-24
44079,1,2019-02-06,2015-10-01
44080,1,2019-02-06,2018-05-02
44081,1,2019-02-06,2018-01-22
44082,1,2019-02-06,2018-11-02
44083,1,2019-02-06,2018-07-11
44084,1,2019-02-06,2015-06-02
44085,1,2019-02-06,2017-12-16
44086,1,2019-02-06,2017-07-06
44087,1,2019-02-06,2018-08-04
44088,1,2019-02-06,2018-05-28
44089,1,2019-02-06,2018-03-16
44090,1,2019-02-06,2019-01-11
44091,1,2019-02-06,2019-01-11
44092,1,2019-02-06,2018-09-06
44093,1,2019-02-06,2018-05-14
44094,1,2019-02-06,2018-12-13
44095,1,2019-02-06,2018-05-09
44096,1,2019-02-06,2018-07-06
44097,1,2019-02-06,2013-09-12
44098,1,2019-02-06,2018-05-07
44099,1,2019-02-06,2019-01-26
44100,1,2019-02-06,2019-01-20
44101,1,2019-02-06,2018-05-18
44102,1,2019-02-06,2015-08-21
44103,1,2019-02-06,2018-07-07
44104,1,2019-02-06,2018-10-30
44105,1,2019-02-06,2017-05-29
44106,1,2019-02-06,2018-05-02
44107,1,2019-02-06,2018-09-15
44108,1,2019-02-06,2018-03-12
44109,1,2019-02-06,2018-06-20
44110,1,2019-02-06,2017-04-03
44111,1,2019-02-06,2019-01-14
44112,1,2019-02-06,2017-10-01
44113,1,2019-02-06,2018-04-04
44114,1,2019-02-06,2014-01-03
44115,1,2019-02-06,2015-05-25
44116,1,2019-02-06,2014-04-29
44117,1,2019-02-06,2018-07-16
44118,1,2019-02-06,2014-05-24
44119,1,2019-02-06,2017-10-09
44120,1,2019-02-06,2018-09-12
44121,1,2019-02-06,2018-10-04
44122,1,2019-02-06,2015-05-20
44123,1,2019-02-06,2017-01-20
44124,1,2019-02-06,2018-05-08
44125,1,2019-02-06,2017-12-01
44126,1,2019-02-06,2014-08-25
44127,1,2019-02-06,2015-08-10
44128,1,2019-02-06,2018-11-20
44129,1,2019-02-06,2019-01-21
44130,1,2019-02-06,2017-05-15
44131,1,2019-02-06,2016-10-02
44132,1,2019-02-06,2017-09-05
44133,1,2019-02-06,2016-02-10
44134,1,2019-02-06,2016-07-02
44135,1,2019-02-06,2018-02-11
44136,1,2019-02-06,2018-10-28
44137,1,2019-02-06,2017-09-22
44138,1,2019-02-06,2016-01-19
44139,1,2019-02-06,2013-09-02
44140,1,2019-02-06,2019-01-17
44141,1,2019-02-06,2018-10-18
44142,1,2019-02-06,2017-05-14
44143,1,2019-02-06,2018-10-04
44144,1,2019-02-06,2019-01-08
44145,1,2019-02-06,2013-09-26
44146,1,2019-02-06,2015-09-01
44147,1,2019-02-06,2015-04-26
44148,1,2019-02-06,2015-10-20
44149,1,2019-02-06,2018-08-29
44150,1,2019-02-06,2017-10-19
44151,1,2019-02-06,2018-04-05
44152,1,2019-02-06,2016-09-01
44153,1,2019-02-06,2018-06-26
